lan,text
kr,훗날 잭이 죽었을 때 그는 그의 나쁜 행위 때문에 천국에 가는 것이 허용되지 않았다.
kr,"그리고, 개구리는 수중과 육지 양쪽에서 살기 때문에, 두 곳 모두에 대한 정보를 주기도 한다."
kr,저는 이번 3월에 3학년이 됩니다.
kr,"불행히도, 코카콜라는 성공적이지 않았고, 그들은 거의 파산지경에 이르렀다."
kr,"그들은 후보자들에게 무슨 말을 하고, 무엇을 입고, 심지어는 어떤 향수를 사용해야 하는지에 대해서까지 말해 준다."
kr,어머니는 새 꽃을 사서 정원에 심을 것이다.
kr,의사는 그에게 담배 피우기를 멈추라고 말했다.
kr,나는 무엇일까요?
kr,그녀는 날마다 몇 점의 그림을 그린다.
kr,이것은 메리가 감기로 집에 있는 동안 당신이 메리에게 보내 달라고 제게 부탁하신 숙제입니다.
kr,지미는 낙천주의자이고 티미는 염세주의자였다.
kr,몇몇 나라에서는 사람들이 어떤 요청에 대해 ‘아니오’라고 말하지 않는다.
kr,어느 날 밤 저녁 식사를 할 때 저는 그 이야기를 꺼냈어요.
kr,그들은 중학생이다.
kr,나의 아버지는 항상 바쁘다.
kr,어느 날 그는 숲 속에서 흰 아기 말을 발견했다.
kr,당신이 선택하지 않은 것이 기회비용이 되는 것이다.
kr,"키스를 하는 사회적 관습은 계속되었으며, 키스는 프랑스에서 가장 먼저, 그 후엔 유럽의 다른 모든 나라에서 사랑을 표현하는 방법이 되었다."
kr,"전문가들은 오존층의 파괴가 주된 원인이라고 생각하는데, 왜냐하면 자외선이 개구리의 피부에 직접 영향을 미치기 때문이다."
kr,이러한 죄를 범하지 않도록 조심해라.
kr,"우리는 세상과, 세상 사람들에 대해서 많이 알 수 있다."
kr,그러나 또한 비슷한 점도 있다.
kr,토끼도 역시 조용하지 않았다.
kr,아기가 동물들과 함께 살 수 있을까?
kr,아이들은 유명인사들이 앉는 탁자밑에 숨었다.
kr,저는 심지어 여름에도 연습을 합니다.
kr,우리 모두는 이 물질의 위험성을 인식하고 이것으로부터 우리를 보호할 방법을 습득해야 한다.
kr,그 결과 시력이 좋은 많은 학자와 관리들이 일반 유리로 된 가짜 안경을 주문하였다.
kr,그 소녀는 단지 늑대처럼 걸을 수 있을 뿐이었다.
kr,"한 실험에서, 50명의 사람들이 잠이 드는 다른 방법들을 시도해 보도록 요구받았다."
kr,"처음 시작했을 때, 나는 몇 백야드 이상을 달리지 못하고 쉬어야 했다."
kr,"만약 사형이 있었던 시절에 살았다면, 그들은 이미 죽었을 것이다."
kr,그들은 예를 들면 요리나 빨래같은 대부분의 가사 일을 한다.
kr,당신의 개가 잠꼬대를 하는 것을 보더라도 놀라지 마라.
kr,그들은 부산에 계시는 수미의 조부모님을 방문할 것이다.
kr,"그러나 군대를 생각할 때는 아마 반응이 정반대, 즉, '통제되는', 정확한', 전통적인' 과 같은 단어들이 떠오를 것이다."
kr,6월에 거대한 흰 구름은 비가 올 징조였다.
kr,그러면 우리는 그 단어의 의미를 알기 위해서 어떤 종류의 책을 사용한다.
kr,그 당시의 유럽에선 상황이 훨씬 나빴다.
kr,"우리가 스스로 지식을 얻을 때, 더 많은 걸 배우고 더 잘 깨닫게 된다."
kr,그는 작은 돌멩이 몇 개를 그 안에 떨어뜨렸고 그것들은 돌덩이들 사이의 공간을 채웠다.
kr,어느 비오는 날 밤 나는 집으로 돌아오는 도중에 또 다른 서점을 보았다.
kr,근로자들은 가정 내에 컴퓨터와 다른 장비를 설치할 수 있는 공간을 갖추어야만 한다.
kr,그들은 소년들이 방안에 있지 말아야 한다고 했다.
kr,"티미가 선물을 여는 것을 보았을 때 그들은 그가 ""난 이 색깔이 맘에 안 들어. 누구는 이것보다 더 큰 장난감 차를 가지고있는데 ....""라고 말하는 것을 들었다."
kr,그는 자신이 옳다는 것을 입증하기 위해 우생학이라는 새로운 과학 이론을 창시했다.
kr,가운데 있는 남자는 신문을 읽고 있었다.
kr,"일본 사람들은 말고기를 즐겨 먹지만, 그것을 먹으려는 미국사람들은 거의 없다."
kr,전세계적으로 여성의 상황과 권리에 대한 보고서들이 많이 출판되었다.
kr,그리고 로켓의 연료 용량이 작았기 때문에 잠시 동안만 날 수 있었다.
kr,"다른 세 명의 흑인들은 옮겨 앉았으나, 팍스 부인은 거부했다."
kr,어린아이들은 입을 벌린 채 재미있는 장면을 보고 있다.
kr,그리고 '마녀들의 연회' 라고 불리는 마녀들의 모임에는 적어도 13명의 마녀가 필요했다.
kr,어떤 사람들은 귀먹은 사람들은 말하는 것을 배울 수 없다고 생각한다.
kr,해의 빛은 매우 밝다.
kr,나는 꽤 오랫동안 그것을 쫓아다녔다.
kr,그는 어디서 이런 생각을 얻게 되었을까?
kr,"이러한 새로운 안경은 여전히 교육의 상징으로 남아있었지만, 이번에는 새롭고 근대적인 교육이었다."
kr,"초기 기독교인들 사이에서, '성스러운 키스'는 우애의 표시였다."
kr,음식은 중요하다.
kr,우리의 역사 속에서 우리에게는 많은 위인들이 있다.
kr,그는 그 여자에게 고함을 지르고 있었다.
kr,오늘날까지도 1941년의 그의 타율 4할 6리라는 기록은 깨지지 않고 있다.
kr,그러나 오늘날 많은 국가들은 한 가지 어려운 문제를 질문 받게 된다.
kr,"예를 들어, 일본에서의 우천 경기 후에, 영국 최고의 미용사 중 한사람이 다음 경기를 위해 베컴의 머리모양을 가다듬으려고 일본을 방문했다."
kr,그는 코카콜라에 이미지를 심어 주었다.
kr,전화해주셔서 고맙습니다.
kr,"사람들은 가벼운 이야기를 할 때 날씨나 스포츠, 주말 등과 같은 것들에 관해서 이야기한다."
kr,"그들은 멕시코의 피라미드와 이스터 섬의 석상들의 규모를 지적하면서, 고대인들이 그것들을 건축할 수는 없었을 것이라고 말한다."
kr,만약 그가 고양이를 데리고 간다면 쥐가 남아서 씨앗들을 먹어버릴 것이며 만약 그가 씨앗을 가지고 가고 고양이와 쥐를 남겨둔다면 고양이는 쥐를 먹어버릴 것이다.
kr,"존경, 훌륭한 예절 그리고 신중한 행위들이 성공적인 팀워크의 열쇠이다."
kr,사람들은 부활절을 축하한다.
kr,나는 지금 8분안에 1마일을 달릴 수 있다.
kr,그는 그 소년을 붙잡아 복도로 끌고 가서는 용서받을 때까지 거기에 있으라고 말했다.
kr,한 남자가 마이크로소프트사에 가서 마룻바닥 청소부 직종에 지원을 했다.
kr,따라서 암컷들이 이런 수컷새들을 짝으로 선택하는 것은 그들이 노래를 잘하기 때문이 아니라 부자이기 때문인 것이다.
kr,울새는 유리창에 비친 자기 모습을 볼 때마다 그것을 쫓아버리기 위해 돌진한다.
kr,선거결과를 듣고 있던 중에 케네디는 그의 부통령 후보인 린던 존슨과 전화로 이야기했다.
kr,우리는 쇼핑하러 가는 대신에 영화를 보러 가기로 결정한다.
kr,그들은 매우 야위고 허약해진다.
kr,"만약, 당신 주변에서 개구리를 볼 수 있다면, 그것은 환경이 건강한 상태라는 것을 의미한다."
kr,의학에서의 중국의 역할
kr,백 년 전 코요테는 미국 서부의 사막과 멕시코에서만 살았다.
kr,그러나 이러한 기관들 중 많은 곳들이 아무런 일을 하지 않고 있다.
kr,그럴 경우 나는 그들을 위해서 일하지 않겠다.
kr,그런데 나도 그들에게 베이컨과 햄을 줘.
kr,그애는 모든 숙제를 다 해냈고 두 개밖에 틀리지 않았습니다.
kr,"1885년, 조지아 주의 아틀란타에 살던 약사, 존 펨버튼은 새로운 '가정용"" 음료를 만들어야겠다고 결심했다."
kr,아마도 보게 될 것은 해일 것이다.
kr,그들은 낚시를 하거나 강을 구경하고 있다.
kr,그리고 또 어떤 사람들은 유명인들에 대한 헛소문을 퍼뜨린다.
kr,감자와 토마토 몇 개가 필요하단다.
kr,그래서 내가 그 서점을 보았을 때 나는 서점에 들어갔다.
kr,모든 문화권에서 사람들은 다양한 주제에 관해서 가벼운 이야기를 하는 것을 즐긴다.
kr,"자, 네가 내 의자에 않아서 내가 어떻게 하는지 보아라.""라고 말했다."
kr,"그것들을 여기 홀에다 두고 방까지 걸어 올라가자.""라고 말했다."
kr,네가 약 두 달 전에 보내준 편지와 노래에 매우 고맙게 생각해.
kr,개구리는 매우 얇은 피부를 가지고 있다.
kr,1978년에 처음 출판된 이 성경의 일부 용어들이 이미 양쪽 성에 다 적용될 수 있는 언어로 대체되었다는 것은 사실이다.
kr,‘93 대전 엑스포도 성공작이었다.
kr,"우주 저쪽에 동료가 있다는 것을 알게 되면, 모든 사람들이 변할 것이다."
kr,"인터넷 쇼핑은 이미 존재하며, 책에서부터 휴가 여행과 같은 많은 상품을 인터넷을 통해 구매할 수 있다."
kr,마틴 루터 킹 목사는 버스회사에 대항하여 보이코트를 주도했다.
kr,이 선수들은 그들의 헤어스타일을 매우 중요하게 여겼다.
kr,"영화의 초창기에는, 대형 스타가 전혀 없었다."
kr,잭은 초가 더 오랫동안 타게 하기 위해서 초를 순무 안에 두었다.
kr,당신은 책 속에서 서로 다른 많은 삶의 방식과 생각들을 발견할 것이다.
kr,"그들은 필기를 하고, 질문을 하고 물음에 답하며, 책을 읽고, 숙제를 해야 한다."
kr,정직함으로써 친구를 사귈 수 있고 정직함으로써 친구 관계를 유지할 수 있다.
kr,"약 600만 명의 유태인 남자여자, 그리고 어린이들이 결국 포로 수용소에서 죽었다."
kr,클린트 매시스는 대한민국과의 경기에서 미국측에 한 골을 기록했을 때 모호크 족의 헤어스타일을 하고 있었다.
kr,그는 놀라서 가운데 않아 있는 남자에게 양쪽에 있는 두 남자를 아느냐고 물었다.
kr,그것의 꼭대기에는 밝은 불빛들이 있다.
kr,그러나 그것은 정말로 효과가 있어 보인다. 전 세계의 사람들이 통증을 없애는 이 매우 오래된 중국식 방법에 더 많은 관심을 갖고 있다.
kr,"이러한 이유로, 개구리는 지표생물이라고 불리운다."
kr,"그는 유명한 과학자였고, 그의 사촌인 찰스 다윈도 그랬다."
kr,이것은 세계에서 가장 크고 가장 유명한 미술 박물관이다.
kr,한 사람이 식사를 멈추면 다는 사람들도 비록 음식이 아직 허기를 채워주지 못했을지라도 식사를 멈춰야 한다.
kr,사이버 테러리스트들은 기업의 웹사이트뿐만 아니라 한 국가의 통신망이나 방위 시스템을 파괴할 수도 있다.
kr,강변에는 많은 사람들이 있다.
kr,그 남자는 주머니에서 종이 한 장을 꺼내면서 말했다.
kr,예를 들어 갓 구운 빵 냄새는 우리를 유혹하여 제과점에 들어가서 빵을 사게 한다.
kr,"사실, 유아들에게 자신들의 성 역할에 어울리도록 만드는 일생의 과정은 태어날 때부터 시작된다."
kr,"왜냐하면 그것들은 한 사람의 일생에서 후반에, 그 사람이 보다 현명하다고 생각될 때 나기 때문이다."
kr,인터넷상에서 우리는 사회에서 공개적으로 얘기하기 껄끄러울 수 있는 생각들을 공유할 수 있다.
kr,"첫 번째는 ""허니문"" 단계이다."
kr,울새는 몇일이고 계속 그 적과 싸울지도 모른다.
kr,"또 덩굴 옻나무, 독옻나무와 같은 식물들은 침입자들을 가까이 오지 못하게 하는 액체를 만들어낸다."
kr,"그리스인들과 로마인들도 역시 존경의 표시나 인사로써 입, 눈, 손, 심지어는 무릎이나 발에도 키스를 하였다."
kr,"2000년 이래로, 60만 헥타르의 숲을 구할 수 있었다."
kr,그러나 동물원의 동물들은 결코 배고픔을 느끼지 않는다.
kr,그는 고등학교 때 레슬링 선수였다.
kr,이 선생님은 오늘 학생들과 무엇을 해야 할 지를 모른다.
kr,또한 악마를 속였기 때문에 지옥에 들어가는 것도 허용되지 않았다.
kr,그 개는 쓰러져서 꼼짝도 하지 않았다.
kr,전국적으로 많은 가정에서 오렌지 쥬스기 한상 아침 식탁에 오르게 된다.
kr,하지만 대리 학생들은 언제나 그 날을 즐긴다.
kr,"""나는 내가 그것들을 읽어 주는 유일한 사람이었다는 것을 결코 알지 못했어요."""
kr,"요컨대, 하나의 기술이 전혀 다른 두 개의 분야에 이득이 된다는 것이다."
kr,20송이의 빨간 장미를!
kr,"코요테는 거의 무엇이든지, 심지어 쓰레기조차 먹기 때문에 쉽게 적응할 수 있다."
kr,사귈 가치가 있는 친구들은 그들이 너에게 준 만큼 너에게서 기대할 것이라는 걸 명심해야 한다.
kr,여성들은 또한 의료 혜택도 받지 못했다.
kr,자전거는 사는 데에 비싸지 않다.
kr,"그는 심판들이 선수들에게 경고하기 위해서는 옐로우 카드를, 경기장에서 나가라고 말하기 위해서는 레드 카드를 사용할 수 있을 것이라고 생각했다."
kr,나는 지금 예전보다 훨씬 건강이 좋다.
kr,세계는 매일 더 작아지고 있다.
kr,"음식을 맛보고, 사람들을 만나고, 유명한 곳들을 보는 것을 즐기게 된다."
kr,나는 남편에게 “우리 운 좋지 않나요?
kr,"개구리가 사라지기 시작하면, 과학자들은 걱정을 하게된다."
kr,여러 해 전에 몽고에 한 소년이 살았다.
kr,"""아니요, 전 시계를 차고 있지 않습니다."""
kr,"사랑하는 앤드류에게, 내가 너에게 이미 말해 주었던 몇 가지 것들을 기억해 주길 바란다."
kr,그녀는 이미 훌륭한 화가이다. 그리고 그녀는 항상 열심히 한다.
kr,그래서 이 아이들이 할 수 있는 동안 재미를 갖도록 하십시오.
